#,Call No,Title,Authors,Barcode,Price,Status,Date Created,Genre
4217,F STI,Girl who cried monster,R. L. Stine,30385038510404,$1.00,In,2020/04/26,"collectionid:goosebumps1,fear,food,girls,horror stories,horror tales,librarians,libraries,monsters,series:goosebumps"
4219,F VAL,The Girl Who Fell Beneath Fairyland and Led the Revels There,Catherynne M. Valente,30385038519985,$8.99,In,2020/04/26,"fairies,fantasy,friendship,general,girls,good and evil,imaginary places,magi,magic"
4221,E HAR,Girl who heard colors,Marie. Harris,30385038519305,$20.00,In,2020/04/26,"senses and sensation,synesthesia"
4222,398.24 GOL,Girl who lived with the bears,Barbara Diamond. Goldin,30385038500074,$1.00,In,2020/04/26,"animals,bears,folklore,indians of north america,juvenile literature,north america"
4223,F VAL,The Girl Who Soared Over Fairyland and Cut the Moon in Two,Catherynne M. Valente,30385038519967,$7.99,In,2020/04/25,"adventure and adventurers,fantasy,friendship,girls,humorous stories,imaginary places"
4225,F SNI,Girl with the destructo touch,Tom. Sniegoski,30385038514983,$7.50,In,2020/04/26,"adventure and adventurers,heroes,monsters,rescues"
4232,F HUN,Girls They Left Behind,Bernice Thurman. Hunter,30385038513927,$14.00,In,2020/04/25,"1939-1945,families,general,historical,hungary,social conditions,war & military,world war"
4233,F HUN,Girls They Left Behind,Bernice Thurman. Hunter,30385038513910,$14.00,Lost,2020/04/26,"1939-1945,families,general,historical,hungary,social conditions,war & military,world war"
4242,638.1 BAR,Give Bees a Chance,Bethany Barton,30385000000911,$0.00,In,2023/10/02,"bees,honeybee,juvenile literature,picture books"
4243,513.2 MUR,Give me half!,Stuart J. Murphy,30385038510905,$6.00,In,2020/04/26,"division,fractions,juvenile literature,mathematics,study and teaching (primary)"
4258,F LOW,Giver,Lois. Lowry,30385038519531,$10.00,In,2020/04/25,"adventure and adventurers,award:newbery_award,blind,books and reading,braille language materials,children's literature,ciencia-ficción,classic,comic books,control (psychology),dystopian,dystopias,etc.,ethics,examinations,graphic novels,individuality,liberty,literature,memory,new york times reviewed,newbery medal,novel,questions,sci fi,social control,social prediction,strips,study and teaching"
4259,F LOW,Giver,Lois. Lowry,30385038519536,$10.00,Lost,2020/04/26,"adventure and adventurers,award:newbery_award,blind,books and reading,braille language materials,children's literature,ciencia-ficción,classic,comic books,control (psychology),dystopian,dystopias,etc.,ethics,examinations,graphic novels,individuality,liberty,literature,memory,new york times reviewed,newbery medal,novel,questions,sci fi,social control,social prediction,strips,study and teaching"
4260,F LOW,Giver,Lois. Lowry,30385038519527,$10.00,In,2020/04/26,"adventure and adventurers,award:newbery_award,blind,books and reading,braille language materials,children's literature,ciencia-ficción,classic,comic books,control (psychology),dystopian,dystopias,etc.,ethics,examinations,graphic novels,individuality,liberty,literature,memory,new york times reviewed,newbery medal,novel,questions,sci fi,social control,social prediction,strips,study and teaching"
4261,F LOW,Giver,Lois. Lowry,30385038519524,$10.00,In,2020/04/26,"adventure and adventurers,award:newbery_award,blind,books and reading,braille language materials,children's literature,ciencia-ficción,classic,comic books,control (psychology),dystopian,dystopias,etc.,ethics,examinations,graphic novels,individuality,liberty,literature,memory,new york times reviewed,newbery medal,novel,questions,sci fi,social control,social prediction,strips,study and teaching"
4262,F LOW,Giver,Lois. Lowry,30385038519537,$10.00,In,2020/04/25,"adventure and adventurers,award:newbery_award,blind,books and reading,braille language materials,children's literature,ciencia-ficción,classic,comic books,control (psychology),dystopian,dystopias,etc.,ethics,examinations,graphic novels,individuality,liberty,literature,memory,new york times reviewed,newbery medal,novel,questions,sci fi,social control,social prediction,strips,study and teaching"
4264,F LOW,Giver,Lois. Lowry,30385038519540,$10.00,In,2020/04/26,"adventure and adventurers,award:newbery_award,blind,books and reading,braille language materials,children's literature,ciencia-ficción,classic,comic books,control (psychology),dystopian,dystopias,etc.,ethics,examinations,graphic novels,individuality,liberty,literature,memory,new york times reviewed,newbery medal,novel,questions,sci fi,social control,social prediction,strips,study and teaching"
4266,E SIL,Giving tree,Shel. Silverstein,30385038513388,$23.95,In,2020/04/25,"american,boys,children's poetry,classics,emotions,emotions & feelings,family,ficción juvenil,generosity,humorous poetry,latin language materials,life,love,love stories,modern literature,picture books,picture books for children,social themes,trees"
4267,551.31 BRI,Glaciers,Larry Dane. Brimner,30385038507218,$0.00,In,2020/04/26,"action & adventure,camping,description and travel,family,history,montana,outdoor life,travel"
4269,F Puc,The Glass Witch,Lindsay Puckett,30385000001157,$0.00,In,2023/10/05,"adventure and adventurers,adventure stories,humorous stories,identity,missing persons,orphans,witches"
4270,E BRO,Glasses for D.W.,Marc Tolon. Brown,30385038510933,$5.00,In,2020/04/26,"aardvark,brothers and sisters,siblings"
4272,F SHE,The Glory Wind,Valerie Sherrard,30385038518475,$12.95,Lost,2020/04/26,"american literature,courage,friendship,interpersonal relations,schools,secrecy,secrets"
4273,572.435 HYD,Glow-in-the-Dark Creatures,Natalie Hyde,30385038520084,$19.95,In,2020/04/26,"glow-in-the-dark books,juvenile literature,specimens,toy and movable books"
4275,F HOB,Go Big or Go Home,Will Hobbs,30385038518618,$6.00,In,2020/04/25,"astronomy,cousins"
4276,F STI,Go eat worms!,R. L. Stine,30385038504366,$4.99,In,2020/04/25,"collectionid:goosebumps1,ghost stories,ghosts,horror stories,horror tales,series:goosebumps,siblings,worms"
4289,510/.76 BAL,Go figure!,Johnny Ball,30385038520471,$11.00,In,2020/04/26,"mathematics,popular works"
4290,F COL,"Go fly a kite, Ben Franklin!",Peter. Roop,30385038520762,$0.00,In,2020/04/25,"1706-1790,benjamin,franklin,juvenile literature"
4291,F ROO,"Go fly a kite, Ben Franklin!",Peter. Roop,30385038520717,$1.00,In,2020/04/25,"1706-1790,benjamin,franklin,juvenile literature"
4295,970.004 KIN,Go show the World,Wab. Kinew,30385038521511,$22.00,In,2020/04/26,"biography,heroes,indians of north america,juvenile literature"
4297,636.3 MIL,Goats,Sara Swan. Miller,30385038507220,$0.00,In,2020/04/26,"drama,drama (dramatic works by one author),family,goats,love,married people"
4301,E REY,Going places,Peter H. Reynolds,30385038520271,$23.00,In,2020/04/26,"braille books,business,children's picture books,children's poetry,classics,conduct of life,espagnol (langue),etc. pour la jeunesse,fear,humorous stories,imaginary places,imagination,literatura infantil,littérature pour la jeunesse anglaise,materiales lectura en idioma espanol,new experience,new york times reviewed,niños,non-classifiable,nonsense verses,nouvelles,novela,novela juvenil,occupations,readers,reading materials,rhyme,romans,social themes,spanish language,stories in rhyme,success,succès,éxito"
4305,618.92 CIV,Going to the doctor,Anne. Civardi,30385038505352,$0.00,In,2020/04/25,"bears,berenstain bears (fictitious characters),medical care"
4306,618.92 CIV,Going to the doctor,Anne. Civardi,30385038507222,$0.00,In,2020/04/25,"bears,berenstain bears (fictitious characters),medical care"
4308,553.4 MOR,Gold and silver,Neil Morris,30385038513119,$20.00,In,2020/04/25,"games,puzzles,video games"
4311,553.4 EDW,Gold,Ron Edwards,30385038512400,$25.00,In,2020/04/26,"action & adventure,adventure and adventurers,adventure stories,antiquities,collection and preservation,dirk (fictitious character),dirk pitt (fictitious character),incas,large type books,open library staff picks,pitt,smuggling,suspense,thrillers"
4312,741.5 PIO,Gold rush,Robert Piotrowski,30385038520801,$25.00,In,2020/04/26,"fathers and daughters,gold mines and mining,history"
4316,E REI,Golden goose,Barbara Reid,30385038505682,$19.99,In,2020/04/25,"historical,romance"
4319,F ABB,Golden wasp,Tony. Abbott,30385038506842,$0.00,In,2020/04/25,"droon (imaginary place),magic"
4320,[FIC],Golden weapons,Tracey West,30385038520059,$5.00,Lost,2020/04/25,"fantasy,good and evil,lego toys,martial arts,ninja,readers"
4321,E SNI,Goldfish Ghost,Lemony Snicket,30385038521105,$25.00,In,2020/04/25,"fishes,future life,ghosts,goldfish"
4322,636.3 MACA,Goldfish,Kelley. MacAulay,30385038512406,$25.00,In,2020/04/25,"family life,london (england),missing persons,neighbors"
4326,E WIL,Goldilocks and the three dinosaurs,Mo. Willems,30385038519301,$20.00,In,2020/04/26,"adaptation,dinosaurs,family life,girls,humorous stories,juvenile wit and humor,new york times bestseller,pictorial works,picture books for children,tricks"
4327,398.21 WIS,Golem,David. Wisniewski,30385038500097,$1.00,In,2020/04/26,"apprentices,apprentis,aprendices,english literature,etc. pour la jeunesse,ficción juvenil,genies,jinn,london (england),magia,magic,magicians,nouvelles,reading level-grade 6,reading level-grade 7,reading level-grade 8,romans,spirits,supernatural,wizards"
4328,F STR,Golem's eye,Jonathan. Stroud,30385038513301,$11.00,In,2020/04/26,"apprentices,apprentis,aprendices,english literature,etc. pour la jeunesse,ficción juvenil,genies,jinn,london (england),magia,magic,magicians,nouvelles,reading level-grade 6,reading level-grade 7,reading level-grade 8,romans,spirits,supernatural,wizards"
4332,,"Good-bye Stacey, good-bye",Ann M. Martin,30385038519597,$0.00,In,2023/06/27,"babysitters,friendship,horses,household,household moving,large type books,moving,science,study and teaching"
4333,636.088,Good Dog!,Nicola Jane Swinney,30385038521183,$12.50,In,2020/04/25,"clifford (fictitious character : bridwell),dogs,reading,reading (primary)"
4334,F AVI,The Good Dog,Avi,30385038517137,$8.00,Lost,2020/04/26,"animals,colorado,dogs,large type books,lion,wolves"
4335,E PAR,"Good driving, Amelia Bedelia ",Herman. Parish,30385000001428,$5.99,In,2023/10/25,"amelia-bedelia (fictitious character),household employees,humorous stories,stories,wit and humor"
4337,F RAM,A good kind of trouble,Lisa Moore. Ramee,30385000001339,$12.00,In,2023/10/31,"collectionid:eaneschallenge,collectionid:texchallenge2021,identity,schools,sisters"
4338,E MAC,Good little book,Kyo. Maclear,30385038520506,$19.00,In,2020/04/26,health
4339,E BEC,"Good Morning, Canada",Andrea Lynn Beck,30385038520143,$12.00,In,2020/04/25,american literature
4340,F OSB,"Good morning, gorillas ",Mary Pope. Osborne,30385038510281,$7.00,In,2020/04/26,"adventure stories,annie (fictitious character : osborne),cabañas en los árboles,fantasy,ficción juvenil,gorilas,gorilla,human-animal communication,jack (fictitious character : osborne),magia,magic,new york times bestseller,nyt:series_books=2007-03-10,rain forests,space and time,spanish language materials,time travel,tree houses,viaje a través del tiempo"
4341,E GAY,Good morning Sam,MarieLouise. Gay,30385038512106,$15.00,In,2020/04/25,"brothers and sisters,clothing and dress,etc. pour la jeunesse,frères et soeurs,helpfulness,livres d'images pour enfants,nouvelles,picture books for children,romans,siblings,stella (fictitious character : gay),stella (personnage fictif : gay),vêtements"
4342,E MAC,"Good news, bad news",Jeff. Mack,30385038518883,$20.00,In,2020/04/26,"assassins,espionage,friendship,intelligence officers,spy stories,thrillers"
4344,E GAY,Good night Sam,MarieLouise. Gay,30385038512105,$15.00,In,2020/04/25,"bedtime,brothers and sisters,dogs"
4347,F MAZ,Good things come in small packages,Anne. Mazer,30385038515470,$4.99,In,2020/04/26,"camping,diaries,family,friendship,girls,schools"
4348,E FUL,"Good Trade, A ",Alma Fullerton,30385038519448,$19.95,In,2020/04/25,poverty
4351,PIC PAK,"Goodbye Summer, Hello Autumn",Kenard Pak,30385038513356,$8.00,In,2023/09/13,"animals,autumn,concepts,general,juvenile literature,nature,nature & the natural world,nature stories,picture books,seasons,summer,weather"
4352,E BEC,"Goodnight, Canada",Andrea Beck,30385000000430,$0.00,In,2022/01/20,american literature
4353,741.5/973 BRO,Goodnight Darth Vader,Jeffrey Brown,30385038520295,$21.00,In,2020/04/25,"american wit and humor,bedtime,books and reading,collectionid:swmisc,comic books,comic strips & cartoons,form,humor,new york times bestseller,star wars,strips"
4354,E LAR,"Goodnight, Hockey Fans",Andrew. Larson,30385038521294,$20.00,In,2020/04/25,"american literature,bedtime,hockey stories"
4356,F HAN,Goofballs in Paradise,Peter. Hannan,30385038514258,$7.00,In,2020/04/25,"adventure and adventurers,heroes,humorous stories"
4357,F HAN,Goofballs in paradise,Peter. Hannan,30385038515110,$7.00,In,2020/04/25,"adventure and adventurers,heroes,humorous stories"
4358,F LOW,Gooney Bird Is So Absurd,Lois Lowry,30385038517019,$15.00,In,2020/04/25,"elementary schools,humorous stories,poetry,school children,schools,teachers"
4359,E BRI,GOOSEBUMPS EGG MONSTERS FROM MARS,R.L.STINE,30385038519869,$4.50,In,2020/04/26,"collectionid:goosebumps1,ghosts,horror,horror stories,horror tales,mars (planet),monsters,series:goosebumps"
4360,E HER,GOOSEBUMPS EGG MONSTERS FROM MARS,R.L.STINE,30385038517408,$5.00,Lost,2020/04/26,"collectionid:goosebumps1,ghosts,horror,horror stories,horror tales,mars (planet),monsters,series:goosebumps"
4361,E PAG,GOOSEBUMPS EGG MONSTERS FROM MARS,R.L.STINE,30385038517407,$5.00,Out,2020/04/25,"collectionid:goosebumps1,ghosts,horror,horror stories,horror tales,mars (planet),monsters,series:goosebumps"
4362,E PRE,GOOSEBUMPS EGG MONSTERS FROM MARS,R.L.STINE,30385038518928,$5.00,In,2020/04/25,"collectionid:goosebumps1,ghosts,horror,horror stories,horror tales,mars (planet),monsters,series:goosebumps"
4363,E WES,GOOSEBUMPS EGG MONSTERS FROM MARS,R.L.STINE,30385038516576,$5.00,Lost,2020/04/26,"collectionid:goosebumps1,ghosts,horror,horror stories,horror tales,mars (planet),monsters,series:goosebumps"
4364,F MAS,GOOSEBUMPS EGG MONSTERS FROM MARS,R.L.STINE,30385038520822,$0.00,In,2020/04/26,"collectionid:goosebumps1,ghosts,horror,horror stories,horror tales,mars (planet),monsters,series:goosebumps"
4365,F STI,GOOSEBUMPS EGG MONSTERS FROM MARS,R.L.STINE,30385038520790,$1.00,In,2020/04/26,"collectionid:goosebumps1,ghosts,horror,horror stories,horror tales,mars (planet),monsters,series:goosebumps"
4366,F STI,GOOSEBUMPS EGG MONSTERS FROM MARS,R.L.STINE,30385038520815,$1.00,In,2020/04/26,"collectionid:goosebumps1,ghosts,horror,horror stories,horror tales,mars (planet),monsters,series:goosebumps"
